#OTU ID	description	TL1a_DTT_173_Repeat	TL1a_FP_140	TL1a_DTT_76_Repeat	TL1a_FP_207	TL1a_FP_65	TL1a_FP_64	TL1a_DTT_172_Re_extracted	TL1a_FP_209	TL1a_FP_206	TL1a_FP_242	TL1a_FP_77	TL1a_FP_245	TL1a_FP_76	TL1a_FP_102	TL1a_DTT_169_Re_extracted	TL1a_FP_98	TL1a_FP_75	TL1a_FP_173	TL1a_FP_141	TL1a_FP_174	TL1a_FP_144	TL1a_FP_142	TL1a_FP_62	TL1a_DTT_245_Repeat	TL1a_FP_74	TL1a_FP_172	TL1a_FP_171	TL1a_FP_66	TL1a_FP_143	TL1a_FP_100	TL1a_FP_99	TL1a_FP_246	TL1a_FP_78	TL1a_FP_210	TL1a_FP_208	TL1a_DTT_244_Repeat	TL1a_FP_101	TL1a_FP_244	TL1a_FP_63	TL1a_DTT_142_Repeat	TL1a_FP_243	TL1a_FP_170	TL1a_DTT_78	TL1a_FP_205	TL1a_DTT_139	TL1a_DTT_171	TL1a_FP_73	TL1a_DTT_209	TL1a_DTT_74	TL1a_FP_139	TL1a_DTT_141	TL1a_DTT_210	TL1a_DTT_241	TL1a_DTT_243	TL1a_DTT_205	TL1a_DTT_206	TL1a_DTT_64	TL1a_DTT_62	TL1a_DTT_65	TL1a_DTT_242	TL1a_DTT_73	TL1a_DTT_63	TL1a_DTT_207	TL1a_DTT_75	TL1a_DTT_246	TL1a_DTT_97	TL1a_FP_169	TL1a_DTT_66	TL1a_FP_61	TL1a_FP_241	TL1a_DTT_140	TL1a_DTT_99	TL1a_DTT_77	TL1a_DTT_98	TL1a_FP_97	TL1a_DTT_170	TL1a_DTT_208	TL1A_DTT_642	TL1A_FP_641	TL1A_FP_689	TL1A_FP_638	TL1A_FP_640	TL1A_FP_685	TL1A_FP_686	TL1A_DTT_640	TL1A_FP_639	TL1A_FP_687	TL1A_DTT_638	TL1A_FP_637	TL1A_FP_688	TL1A_DTT_641	TL1A_DTT_639	TL1A_DTT_687	TL1A_DTT_689	taxonomy
K00627	DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]	2255.0	7717.0	4344.33	8655.0	32064.67	4382.67	1572.33	67462.33	6811.33	950.67	8958.0	40748.33	9311.33	4096.67	2061.0	4809.67	6788.67	16799.0	3448.33	10645.67	4548.67	2584.0	6382.67	6184.67	4115.67	1594.33	8237.0	27018.67	3600.33	10103.0	3296.0	43667.0	19355.33	5107.67	60964.0	5924.67	6310.67	33287.33	9801.67	1211.67	1425.0	3485.0	14385.33	7872.0	5179.67	5335.0	4671.0	14050.0	3260.33	3363.67	4639.67	18691.33	3386.67	3314.67	15175.0	6554.67	20766.33	7189.33	17867.33	1903.0	7610.67	4692.67	11659.0	3057.67	14745.33	5208.33	7440.33	12670.0	7127.67	1012.33	4933.33	5593.33	14415.0	3992.33	5473.0	3754.67	15799.67	659.33	5200.67	8008.67	1748.0	7391.67	734.6700000000002	1927.0	943.67	2059.0	1193.67	503.33	2666.0	4512.0	570.6700000000002	2607.33	673.3299999999998	1205.67	
K00631	plsB; glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]	65.0	0.0	2919.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	52.0	55.0	225.0	53.0	3.0	20.0	0.0	13.0	0.0	64.0	4.0	7.0	13.0	55.0	3.0	0.0	0.0	98.0	139.0	5091.0	11.0	15.0	18.0	96.0	1530.0	93.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	14301.0	6.0	0.0	5395.0	1258.0	803.0	41.0	58.0	16.0	255.0	9.0	1861.0	49.0	29.0	476.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6474.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K00632	fadA, fadI; acetyl-CoA acyltransferase [EC:2.3.1.16]	146.0	34.0	3126.0	1242.0	480.0	38.0	259.0	6606.0	754.0	198.0	171.0	100.0	744.0	168.0	18.0	70.0	68.0	41.0	24.0	131.0	158.0	50.0	104.0	272.0	62.0	12.0	234.0	267.0	219.0	11316.0	80.0	156.0	188.0	192.0	3069.0	132.0	1347.0	247.0	174.0	676.0	370.0	38.0	148.0	1914.0	145.0	82.0	72.0	3144.0	385.0	72.0	48.0	11223.0	251.0	229.0	10928.0	2554.0	2031.0	134.0	352.0	234.0	528.0	56.0	3850.0	123.0	154.0	778.0	96.0	341.0	244.0	226.0	554.0	220.0	182.0	304.0	60.0	85.0	12950.0	69.0	20.0	110.0	22.0	6.0	10.0	26.0	47.0	46.0	26.0	22.0	84.0	90.0	30.0	92.0	28.0	62.0	
K00633	lacA; galactoside O-acetyltransferase [EC:2.3.1.18]	3839.9	73891.28	4630.88	9994.83	85333.88999999997	35924.3	9928.42	68687.04000000001	8225.29	44870.5	14765.77	49363.86000000001	14808.23	24835.81	5504.57	33474.42	26319.38	19874.5	24181.16	15389.62	51243.36	19791.19	18873.91	11994.17	19685.64	2265.52	99395.21	64055.75	35871.83	21975.72	35960.16	62464.44	33650.0	8062.809999999998	62283.0	12666.03	36969.98	74246.97	22425.75	1523.17	54446.67	38632.46	17951.54	8685.33	28606.37	27569.68	16008.55	14292.5	15776.51	27068.24	32344.210000000006	12442.5	40245.51	49831.5	17579.0	7432.67	25864.710000000006	25493.57	21803.24	41756.0	22762.07	16170.669999999998	12318.33	11118.15	26322.12	27154.01	22603.73	17877.42	16239.54	40082.66	21405.87	33266.81	18362.43	27495.98	29161.59	22278.15	16889.34	3961.21	6558.58	8950.12	5834.09	8549.48	6067.12	11034.05	4502.84	8065.3899999999985	11248.820000000003	8203.92	9658.43	6138.41	3339.42	15158.73	7210.3600000000015	2708.27	
K00634	ptb; phosphate butyryltransferase [EC:2.3.1.19]	3170.5	142613.04	4833.459999999999	41014.5	76416.06	48236.68	15556.47	605.88	46869.29	63687.0	11047.9	22606.71	10391.51	46365.84	18233.4	50917.77	32313.99	19950.67	44630.97	27275.64	64084.36	39007.77	48872.03	5949.0	38216.039999999986	7944.19	119592.36	46617.26	55481.63000000001	39538.91	38961.98	24976.76	39778.83	26188.14	1761.5	8630.86	47102.93	57327.81	33023.93	1497.5	68876.5	49920.47	6871.31	39722.5	50147.73	42888.2	26483.88	2319.5	33116.7	44712.77	63828.17	9761.5	50391.5	62903.0	127252.5	29659.5	5323.58	61908.27	5148.030000000002	55080.5	34709.97	32813.12	47719.0	17675.84	17256.46	43093.76	32544.97	3970.4	36782.41	56054.5	37397.99000000001	51044.87	9185.43	37485.13000000001	31949.43	37584.23	2721.0	6830.26	1881.72	1405.99	5804.15	759.57	10322.0	20647.24	7254.76	9099.84	17009.13	9200.68	12446.1	2285.79	5911.59	20855.54	9589.16	2749.86	
K00635	E2.3.1.20; diacylglycerol O-acyltransferase [EC:2.3.1.20]	10.0	0.0	912.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	4.0	27.0	0.0	1.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	44.0	1.0	0.0	2.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5817.0	3.0	0.0	1.0	6.0	87.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
K00638	catB; chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]	207.5	559.5	1335.0	752.0	826.5	215.0	286.0	888.5	600.5	410.0	1215.5	2019.0	1470.5	409.5	51.5	236.5	1215.0	202.0	280.0	313.0	551.5	256.5	862.5	476.0	482.5	31.5	804.0	848.5	479.5	404.0	549.5	1188.0	1100.0	145.5	690.0	470.0	295.5	1205.0	787.5	0.0	391.5	339.0	467.0	376.5	491.5	353.0	619.0	495.0	565.0	451.5	502.5	8568.0	229.5	269.0	1250.0	316.5	1777.0	423.0	660.5	217.5	714.5	195.0	434.0	232.5	875.5	916.0	254.5	572.5	1092.5	313.0	296.0	485.0	604.0	473.0	375.0	288.0	145.0	65.0	156.0	339.5	56.0	221.5	50.0	105.0	66.0	87.5	278.0	41.0	178.5	226.0	50.0	186.0	34.0	44.0	
K00639	kbl, GCAT; glycine C-acetyltransferase [EC:2.3.1.29]	6985.4	224285.99	9396.5	52659.33	188529.45	87786.31999999999	32290.39	131753.92	57923.91	106413.17	30304.17	112591.74	29102.41	44496.82	25930.3	88238.53	60331.37	58408.01	69858.63	55519.27	112948.39	62753.46	71934.28	20688.51	53001.51999999999	17081.039999999994	212878.73	125257.51	90026.44	61682.47	74084.81	129456.69	86087.49	45552.12	122153.0	24168.89	25620.58	159996.44999999998	62174.02	2625.84	121116.67	85688.09000000001	34637.18	53464.83	83096.44	72261.05	44690.1	25342.5	50804.71000000001	71698.18	98571.72	17027.5	86044.51000000001	112999.34	146904.99999999994	39479.84	41459.79	93914.67	36686.77	96375.0	64023.21	52241.29	65398.5	30506.16	50632.08	71252.43	57409.53	25526.32	58241.12	94872.49	62250.19	85582.51000000001	37917.86	66221.44	62329.35	60201.55000000001	26945.34	9937.3	11951.97	19757.28	11177.58	15351.55	15326.79	34336.619999999995	10821.43	17032.23	22462.79	6166.0999999999985	25385.7	11339.36	9005.34	38879.27	10262.35	4610.13	
K00640	cysE; serine O-acetyltransferase [EC:2.3.1.30]	15175.87	400436.15	22015.66	161921.08000000002	256919.67	140681.52000000002	41981.12	80912.21	209396.87	168755.25	80392.2	84798.44000000003	61859.42000000001	73352.59	31488.71	144192.77000000002	83495.74	49638.08	146573.41	79264.82	145719.68	81442.75	143942.76000000007	25054.75	85418.9	18167.57	262396.44	175635.93000000002	127391.13	99015.23	91826.95	102479.39	141662.6	42159.09	80882.5	41652.42000000001	61369.72	178598.33000000005	110894.75	4871.67	170131.42	109833.73	47264.66	188950.33	149416.44000000006	118456.14	82248.12	39190.5	95903.17	145061.48	189330.14	135518.08000000002	124395.43	152114.83000000002	520091.5	142221.67	66797.63	191545.76	48702.74000000001	134694.0	99946.61	103644.18	214419.16000000003	57090.73	55328.7	121448.97	100842.82	52946.47	125625.91	135480.91	115083.6	138243.05	53936.34	100854.57	89693.39	101304.41	43223.51	17422.86	12982.26	19147.300000000007	13131.34	11073.81	24616.540000000005	51215.92	18679.04	20899.42	36926.66	13574.92	30724.04	11706.68	14812.81	49897.02	19729.18	9147.83	
K00641	metX; homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	1360.0	6914.5	1809.83	5613.0	30239.67	4028.17	3431.33	64019.33	5436.33	302.67	8000.0	40132.33	7641.33	4271.67	1841.0	4019.67	4668.17	16504.5	2418.83	10706.67	1947.67	1381.0	4849.17	5272.67	3190.17	4462.33	3411.0	24902.17	1983.33	3384.5	2164.5	43407.0	16420.83	5235.67	59291.0	5385.67	3839.17	32390.33	7901.67	445.67	290.0	1442.5	13355.83	6474.0	4895.67	3333.0	3108.0	10830.0	2864.33	1369.17	3668.17	9199.33	2143.67	2421.67	7627.0	4494.67	17265.33	6711.83	15293.83	1161.0	6699.67	4349.17	8072.0	2772.67	13488.83	3913.33	5261.83	10544.5	3675.67	366.33	4185.33	4712.33	13477.0	3443.33	4175.0	2562.67	9043.67	691.83	5041.67	7714.17	1690.5	7312.67	671.1700000000002	1854.5	853.6700000000002	1905.5	1057.67	333.33	2521.5	4510.5	529.1700000000002	1987.83	596.3299999999998	994.67	
K00645	fabD; [acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	11210.36	169389.07	15426.240000000002	65281.08	123132.44999999998	56591.19	28588.28	83707.66	62461.79	67722.04999999999	64239.88	79196.02	50009.56	61852.91	30982.43	60722.66	49934.55000000001	44693.79	51960.15	52152.37	76334.79000000001	52118.79	62741.99999999999	18340.55	47370.49	18207.68	142825.18000000002	99622.77	69928.32	60597.41	47423.65	77572.02	70330.06	42092.539999999986	79296.3	30352.03	65258.10999999999	95927.79	50954.69	6590.27	72655.31999999999	58984.08	35480.64	53646.63000000001	60422.36	56668.77	38982.94	34234.10000000001	41918.7	53017.14	75691.6	109038.08	56876.13	69365.03	160588.69999999998	42005.17	58196.55	76792.92	39944.58	60762.7	50721.67	42761.98	69640.49	27275.85	43653.359999999986	54440.42	44407.38	46806.82	58672.89	59039.51	47098.77	64669.36000000001	38294.38000000001	47636.73	42105.9	47259.24000000001	43351.91	10238.27	11812.090000000002	17087.32	8502.119999999999	10496.99	12425.62	25427.66	10423.26	12736.09	19838.76	10453.06	17640.02	10026.67	8139.64	29027.120000000006	11737.16	6472.53	
K00646	pksF; malonyl-ACP decarboxylase	67.0	105.0	164.0	159.0	403.0	91.0	62.0	790.0	197.0	71.0	781.0	1717.0	857.0	70.0	0.0	76.0	232.0	105.0	64.0	173.0	171.0	55.0	173.0	199.0	77.0	0.0	243.0	549.0	107.0	61.0	227.0	951.0	346.0	39.0	550.0	182.0	3.0	727.0	190.0	0.0	52.0	112.0	163.0	147.0	107.0	47.0	141.0	51.0	122.0	87.0	81.0	43.0	48.0	33.0	146.0	48.0	1036.0	63.0	176.0	26.0	95.0	29.0	72.0	41.0	215.0	178.0	67.0	193.0	325.0	39.0	0.0	87.0	130.0	72.0	122.0	42.0	78.0	27.0	130.0	234.0	21.0	160.0	28.0	43.0	23.0	34.0	189.0	10.0	78.0	173.0	25.0	57.0	22.0	25.0	
K00647	fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41]	3889.94	188159.84	7607.3600000000015	556.0	150279.66	91750.72	22591.0	3488.42	359.58	126835.0	9500.46	9643.42	7365.34	15491.88	2181.14	81751.6	45099.96	3684.5	58785.9	8249.14	131771.52	37315.14	30047.22	12463.0	31735.18	152.72	261906.4	86790.6	81309.54	47515.28	88799.72	46378.86	30958.3	465.28	1634.0	15123.72	2365.36	113548.28	28777.12	1340.0	155679.0	98205.52	4016.32	943.0	64819.12	60786.46	25600.62	1555.0	31105.06	66035.04	76568.9	14318.0	101877.0	136467.0	5395.0	1258.0	2159.02	46742.64	2516.42	114688.0	37053.54	28444.48	2335.0	17503.28	22112.58	58931.66	39582.44	1742.1	16384.62	115137.0	46685.38	70053.34	4514.26	60954.26	62833.2	47809.32	6474.0	6230.18	867.58	275.48	7735.32	318.48	11386.9	23543.12	6350.4	12727.38	17321.52	4778.42	17839.36	1106.02	5829.28	26944.24	7195.92	1639.26	
K00648	fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]	14873.42	347109.39	17811.02	105001.33	246730.13	132495.93	55399.2	80708.17	108287.04	173102.8	74897.34999999999	103523.61000000002	58317.84	82320.45999999999	43624.84	130715.55	86549.79000000001	61265.88	112613.19	76578.43	175631.11	88980.90999999997	102450.97	27937.97	79205.94	29667.59	335627.83	171202.14	138651.42	98809.25	112562.01	117373.01	110533.12	55021.21	79048.05	43423.03	71216.65999999999	190781.05	85577.60999999999	8660.52	192824.57	133743.45	42247.34	92104.38	122693.15	109922.16	67193.63	35183.35000000001	74595.64000000001	121324.84	151098.52	107676.25	138085.96	176812.45	280791.45	69699.42	61256.19	132808.17	45542.4	153347.7	84621.37	74662.97	115213.08	44863.85	62437.45	108418.23	87914.03	50860.37	89622.74	152898.76	93083.92	126829.71	46697.83	97386.06	94232.41	91889.5	40639.24	19082.24	13787.87	22670.270000000004	15757.63	11155.5	24508.44	51957.17	19539.03	25143.14	37409.62	15444.78	36612.61	12434.86	15739.44	64504.01	19936.26	9094.89	
K00651	metA; homoserine O-succinyltransferase/O-acetyltransferase [EC:2.3.1.46 2.3.1.31]	4896.5	161566.83000000002	9895.750000000002	59482.08	83491.51999999999	50393.67999999999	24960.14	7647.46	56747.46	67258.58	16799.82	32075.53	19335.25	56774.59	26584.82	55129.6	41538.860000000015	23757.5	48517.38000000001	36391.85	72403.94	47590.39000000001	56002.49	8955.75	42927.87	13230.44	137782.66	55747.68	65433.15	53694.82	44092.01	30447.94	50323.17	34274.64	7389.5	11462.36	61103.31	63367.64	41099.48	3388.75	72266.92	54602.06	11701.81	45853.83	54634.65	49783.53	33508.8	18418.5	37847.03	50914.77	70732.79000000001	76962.42	54359.59	66591.83	145969.99999999994	35793.5	19429.08	68717.69	13377.41	59318.5	41493.8	36961.75	59298.83	22313.18	27058.04	49241.43	37462.55	13338.32	52766.32	58604.58	42109.24000000001	58041.03	14526.18	42106.6	36895.44	43270.930000000015	12347.17	9197.18	2961.01	3844.15	6553.94	1688.41	11319.45	23118.5	9224.27	10417.59	18567.75	9937.39	14850.18	3310.01	7410.55	26814.95	10483.83	3349.2	
K00652	bioF; 8-amino-7-oxononanoate synthase [EC:2.3.1.47]	7003.67	290724.42000000004	12566.16	86057.5	183030.7	101019.36	40687.35	71351.17	98238.66	126559.17	27719.13	79298.0	25206.76	62036.6	35557.72	105690.04	67418.98	50418.17	90954.35	68320.79	129432.64	73854.78	102393.32	15991.67	71939.25	19904.630000000005	239509.82	111067.53	107380.93	75674.65	80089.78000000001	90006.44	93435.66	57575.95	65630.25	22130.39	29607.29	146055.78	74057.62	4414.92	136698.5	99402.78	24778.95	87113.25	103709.96	88237.98000000003	55321.59	17697.25	68494.06	90974.71	128800.35	28627.08	96590.92	126713.42	268944.25	64892.42	24132.82	129254.37	23260.48	110082.5	75986.61	69455.84	105497.75	37829.35	44210.33	88305.77	68525.76999999999	16313.3	75292.98999999999	111343.83	77343.81	103803.82	29317.36	77807.84999999999	67558.78	75212.45	28651.17	14548.68	7807.27	12177.9	11104.22	8127.98	19439.91	43686.65	14733.28	18179.18	28536.5	7236.780000000002	28212.03	7875.26	12272.59	44176.24	12542.65	4931.06	
K00655	plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	16960.73	181601.71	20194.58	82218.91	136500.06	59880.52	31992.99	83657.61	71268.70999999999	70773.68	107852.33999999998	89084.27	78533.26	80460.56	36312.72	63224.12	58430.84	49952.65	55302.99	62232.06	84784.81	60171.19	67447.66	21444.69	54010.52	20628.1	160999.89	128726.88	79566.94	70091.9	51819.69000000001	83776.28	79302.47	47068.28	81339.85	33061.53	101641.75	101054.69	56476.88999999999	10034.62	75689.39	65274.46	49280.14	57555.51	63263.56	63780.58	44302.74	46945.95	45008.86	56456.34	79860.47	172600.34	62538.58	72306.65	167826.65	45274.42	87991.18	79936.98999999999	57657.41	64494.4	53043.2	44470.05	76940.75	30550.69	49790.67	57945.51	49529.21	76637.48999999999	65805.95000000001	61427.44	50544.97	69125.77	52805.08	50525.37	44984.13	52777.95	40938.14	12223.43	16967.18	23681.23	10303.94	13138.0	14505.95	27369.84	12534.86	14985.09	24530.09	16880.72	19238.68	13581.429999999997	9423.14	33452.11	16606.329999999998	9702.54	
K00656	E2.3.1.54, pflD; formate C-acetyltransferase [EC:2.3.1.54]	11100.4	203501.28000000003	21161.460000000006	78081.16	133948.24	60341.4	26429.56	95708.84	70240.0	73814.33	39718.92	89083.82	46265.82	91350.65	30929.47	68394.19	71361.57	47061.59	63233.21	52156.65	100081.72	61750.08	81904.81999999999	24109.51	65283.43	12620.21	198717.78	105527.76	88523.46	83959.62999999999	59591.84	86911.2	98615.0	39159.12	88476.25	34229.72	127464.96	106163.37	71305.9	4776.17	78366.34	76650.68000000001	37614.85000000001	61387.41	70128.44	72257.37999999999	53365.27	43192.25	52396.46	69534.51000000001	90156.67	121634.26	67080.76000000001	75402.92	190896.75	51360.92	69478.45999999999	88933.51	47151.31999999999	66786.5	65708.37	50242.50000000001	81678.92	34667.83	54246.08	69669.27	61714.53	44399.24000000001	85529.11	63778.49000000001	57333.11	80257.34000000001	42517.86	58218.33	55489.86	60031.58	58132.17	12776.47	10518.59	16117.52	12658.12	11210.47	17135.07	32611.13	14268.52	18440.98	31154.74	24092.98	23518.53	10951.83	10678.71	44943.6	20990.19	7474.299999999998	
K00657	speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]	3552.83	143892.92	6581.58	43196.75	79678.68	49352.68	24860.22	5481.88	47931.04	64191.75	13533.57	31353.120000000006	13399.01	52524.09	23287.65	52000.52	35127.94	24899.75	45533.97	37247.85	66537.11	40819.89	51349.66	7243.08	40581.62	15223.27	122557.49	48876.84	57601.89	47392.74	40819.1	28879.6	43408.83	33194.14	4628.75	9413.53	51816.81	59693.39	35908.31	2507.25	69572.75	51107.72	7838.81	41484.75	51030.98	43855.95	28255.63	5104.25	34324.7	46539.27	64218.05	13554.83	50469.17	63035.58	133427.75	31264.25	11145.08	62563.52	7359.910000000002	55184.5	36404.47	33325.25	50396.08	18231.84	21291.71	44854.01	33896.22	6051.15	40264.66	56401.75	38143.74000000001	52406.12	10464.68	38566.26	33720.18	37779.52	12629.67	8907.43	2681.67	3493.24	6447.78	1228.82	11363.62	23118.49	8999.51	10238.09	18695.25	9833.06	14600.35	3286.09	7231.8	25960.29	10420.66	3193.36	
K00658	DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]	7339.9	84769.98000000001	7363.45	27322.0	93093.19	38872.32	10840.08	67396.33	18343.33	50892.67	51879.8	49748.33	34407.43	14658.97	8112.0	35072.22	25945.09	23872.5	25140.53	27751.05	52037.57	27847.62	22007.05	9977.67	19528.87	1009.33	99257.08	73819.72	39848.28	26381.75	34404.520000000004	61869.0	35881.73	18536.67	61555.0	12400.67	5296.05	80629.33	24638.75	1027.17	58833.0	38980.05	25043.53	14638.0	31624.37	30551.05	16686.1	13051.0	19652.18	28143.37	35646.249999999985	13566.33	42430.17	57705.67	58719.0	10595.67	39568.63000000001	31552.33	27875.81	49180.0	24727.37	18105.25	23701.0	12137.17	23345.33	29883.98	23750.73	33779.55	15124.77	48957.33	24253.98	35346.68	26281.7	28047.91	27735.85	25481.59	15928.67	4419.88	9553.79	15038.87	5490.08	9083.27	6340.99	14918.1	4771.37	8246.05	9386.69	2951.21	12326.0	7667.28	3821.89	19226.63	4831.93	4225.37	
K00661	maa; maltose O-acetyltransferase [EC:2.3.1.79]	13552.36	380076.07	20341.4	118073.58	296305.49	140263.77000000002	49889.4	213614.83	121359.74	175173.59	56316.31	171328.05	54582.25	90706.09	35046.47	142360.93	95218.12	80892.08	117140.44	92440.81	182467.16	96953.36	123475.03	39998.42	93217.53	20080.03	346025.02	207036.41	148407.74	100852.24	116903.19	203175.63	140212.59	60611.78999999999	202254.5	55683.57	96496.25	259881.35	100617.12	5914.01	194363.92	137201.32999999993	58290.51	107712.33	139346.39	121422.53	73041.08	57966.5	87986.72	118552.05	167968.27	123284.07	146109.44	183624.0	305642.5	82075.01	82823.05	163742.15000000002	64493.33	157393.5	106663.48	92062.68	133901.99000000002	55215.73	88682.73999999998	121472.28	94499.01	50159.82	92246.34	155112.07	106082.02	145354.08999999994	63512.41	109389.72	99224.37	102749.91	60329.52	19255.02	20469.75	30623.15	19696.49	24977.74	27214.26	56698.34	20419.44	29040.33	44436.09	21480.86	40356.78	19875.34	16424.78	64227.48	24171.18	9336.47	
K00662	aacC; aminoglycoside 3-N-acetyltransferase [EC:2.3.1.81]	266.0	166.82999999999996	154.0	1099.33	443.17	108.17	363.84	8832.5	516.1700000000002	401.83	295.67	1354.16	446.33	123.0	377.0	223.0	500.83	1278.67	114.83	3021.17	244.83	79.5	316.0	3986.17	191.0	169.5	262.33	317.5	222.67	163.5	306.83	2152.67	714.17	1204.5	11169.0	13616.83	2.5	855.17	384.84	99.0	409.17	132.5	185.5	764.33	135.84	158.0	342.84	3630.5	197.0	138.5	139.16	20597.84	299.67	302.0	2127.0	570.0	2420.17	884.67	651.6700000000002	1283.5	277.33	153.32999999999996	563.4999999999999	120.34	2626.0	362.0	109.83	791.6700000000002	675.1600000000002	206.83	166.5	232.16	285.5	200.34	301.84	205.83	17445.0	56.17	134.67000000000002	122.66	17.0	80.17	28.33	59.84	36.17	34.0	106.17	29.0	70.0	76.5	34.0	98.83	34.17	35.17	
K00666	K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]	2760.5	118308.75	7402.08	40797.33	76326.34999999999	46352.6	15771.06	3500.38	46737.96	63439.83	8969.07	16695.870000000006	7497.84	16918.34	10235.4	44447.52	25082.94	13633.84	41362.3	23804.19	56228.69	33520.39	34985.41	5593.17	23861.04	5899.19	105443.07	43303.51	46964.55	28094.66	35850.43	22967.43	34134.5	17557.14	2972.0	8592.69	5740.81	57199.98	29277.15	1168.5	68545.67	42005.72	5470.81	40678.83	43384.57	35909.95	21419.72	3580.5	27382.95	44396.27	53843.71	27311.84	47458.67	62405.0	131279.0	30401.5	5166.25	49503.44	4616.58	55826.0	27591.3	26243.330000000005	49242.5	14566.68	12357.46	38380.01	29748.3	3460.32	27265.070000000003	55730.83	33206.240000000005	42889.28	7401.43	32557.35	30804.02	31977.68	8606.0	4927.68	1078.0099999999998	2335.65	4156.530000000002	475.74	7364.45	16756.58	5317.93	7065.09	10856.92	2876.0600000000004	11205.6	1368.17	4371.71	19232.37	4977.83	1713.03	
K00673	astA; arginine N-succinyltransferase [EC:2.3.1.109]	45.0	0.0	1095.0	556.0	191.0	11.0	30.0	3303.0	359.0	1.0	10.0	47.0	171.0	53.0	1.0	20.0	0.0	13.0	0.0	28.0	4.0	7.0	13.0	47.0	3.0	0.0	0.0	98.0	51.0	5089.0	11.0	11.0	18.0	96.0	1530.0	9.0	673.0	33.0	21.0	338.0	0.0	0.0	62.0	943.0	50.0	0.0	4.0	1555.0	177.0	0.0	4.0	2667.0	0.0	0.0	5393.0	1246.0	629.0	41.0	58.0	16.0	243.0	9.0	1861.0	49.0	9.0	228.0	0.0	82.0	28.0	0.0	165.0	40.0	86.0	122.0	6.0	10.0	6448.0	10.0	3.0	41.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	40.0	3.0	0.0	0.0	20.0	
K00674	dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	5158.53	1932.82	5547.83	2234.0	10390.93	2463.17	4054.72	12382.62	1369.25	710.8	40258.22	9416.25	24313.39	4157.9	4920.53	2308.2200000000007	4965.11	6296.12	1665.52	7208.77	2743.1	4654.4	2963.17	4598.3	2318.45	5899.83	2538.36	19905.76	4202.51	9880.42	1772.22	5090.83	5572.23	3756.9	12907.55	13934.0	4494.8	1411.3200000000004	3142.87	3704.1	582.4	3417.36	11212.5	1855.55	1801.37	4464.32	3225.4700000000007	5424.35	1970.67	1457.2	2741.7200000000007	29505.75	852.45	854.45	8395.45	2255.25	25915.47	2351.9	12604.17	641.7	3363.2	2084.23	2808.25	2698.0	5257.57	2821.08	2366.5	24348.5	4002.9	437.6	1572.2	3334.25	11298.2	2816.8	1895.88	2109.7200000000007	22326.9	843.92	4118.83	5830.25	438.84	1707.08	616.5	870.8299999999998	766.91	670.5	609.6700000000002	304.67	764.1700000000002	2460.08	503.25	958.17	784.0	2228.33	
