,metadata,feature,value,coef,stderr,N,N.not.0,pval,qval,Site
393,Type,MF0054,Mucosal,-0.626373843,0.237972248,95,93,0.011431449,0.095462625,Proximal_Colon
343,Type,MF0049,Mucosal,0.191438771,0.054535629,95,95,0.001009872,0.01201748,Proximal_Colon
502,Type,MF0050,Mucosal,-0.108525833,0.055859178,95,95,0.055268603,0.273954364,Proximal_Colon
623,Type,MF0036,Mucosal,0.05325567,0.066392923,95,94,0.424664146,0.797612215,Proximal_Colon
363,Type,MF0031,Mucosal,-0.437476464,0.147685054,95,46,0.00393749,0.04259648,Proximal_Colon
414,Type,MF0074,Mucosal,0.148969986,0.057008763,95,95,0.012051134,0.09774466,Proximal_Colon
143,Type,MF0092,Mucosal,-0.48884827,0.10205667,95,95,6.7992E-06,0.000231173,Proximal_Colon
383,Type,MF0010,Mucosal,-0.166055355,0.061752875,95,95,0.008588152,0.075702973,Proximal_Colon
93,Type,MF0021,Mucosal,0.37386429,0.060537789,95,94,1.53615E-07,8.1245E-06,Proximal_Colon
133,Type,MF0090,Mucosal,-0.451731729,0.088393517,95,95,5.94667E-06,0.00021774,Proximal_Colon
422,Type,MF0015,Mucosal,-0.18204803,0.071679372,95,95,0.012869308,0.100422794,Proximal_Colon
NA.12,NA,MF0093,NA,NA,NA,NA,NA,NA,NA,Proximal_Colon
613,Type,MF0002,Mucosal,-0.079385513,0.080529313,95,95,0.326966671,0.725642908,Proximal_Colon
323,Type,MF0020,Mucosal,-0.321773658,0.089626314,95,95,0.00078706,0.010125423,Proximal_Colon
333,Type,MF0066,Mucosal,-0.276408084,0.080028481,95,95,0.00085594,0.010721776,Proximal_Colon
493,Type,MF0004,Mucosal,0.503321647,0.254684775,95,87,0.053990096,0.270518798,Proximal_Colon
572,Type,MF0065,Mucosal,-0.085332969,0.067116162,95,95,0.206967135,0.631515104,Proximal_Colon
642,Type,MF0048,Mucosal,-0.040703468,0.057724843,95,95,0.482613474,0.828859576,Proximal_Colon
115,Type,MF0008,Mucosal,-0.7293928,0.129196075,95,86,9.58859E-07,4.14924E-05,Proximal_Colon
76,Type,MF0055,Mucosal,0.477071146,0.074842502,95,93,7.66951E-08,5.21527E-06,Proximal_Colon
533,Type,MF0029,Mucosal,-0.109268988,0.064918853,95,83,0.099168248,0.41407093,Proximal_Colon
682,Type,MF0033,Mucosal,0.004782649,0.205675805,95,94,0.98154626,0.983612673,Proximal_Colon
173,Type,MF0007,Mucosal,-0.626724437,0.127635399,95,75,1.37441E-05,0.000384834,Proximal_Colon
662,Type,MF0078,Mucosal,-0.039800629,0.079767289,95,95,0.620135609,0.868189853,Proximal_Colon
614,Type,MF0005,Mucosal,-0.773955277,0.113550613,95,91,2.36091E-08,1.87299E-06,Proximal_Colon
214,Type,MF0045,Mucosal,0.325169519,0.070982861,95,91,3.49323E-05,0.000755808,Proximal_Colon
514,Type,MF0014,Mucosal,-0.147217575,0.0758934,95,95,0.058464613,0.281102582,Proximal_Colon
253,Type,MF0085,Mucosal,-0.533737864,0.135632874,95,48,0.000291731,0.005046777,Proximal_Colon
215,Type,MF0070,Mucosal,-0.715312472,0.091830837,95,94,8.19856E-10,1.95126E-07,Proximal_Colon
415,Type,MF0096,Mucosal,-0.617104809,0.084072231,95,70,2.81405E-09,3.34872E-07,Proximal_Colon
515,Type,MF0016,Mucosal,0.594168898,0.082966185,95,35,5.06295E-09,4.81992E-07,Proximal_Colon
103,Type,MF0046,Mucosal,-0.564856964,0.105494884,95,81,6.90597E-07,3.28724E-05,Proximal_Colon
153,Type,MF0051,Mucosal,-0.444760516,0.090063113,95,93,1.03701E-05,0.000329077,Proximal_Colon
183,Type,MF0022,Mucosal,0.370596197,0.077257054,95,91,1.69672E-05,0.000448688,Proximal_Colon
263,Type,MF0089,Mucosal,0.473463747,0.121113162,95,63,0.000296869,0.005046777,Proximal_Colon
283,Type,MF0076,Mucosal,-0.473295475,0.126051787,95,61,0.000486653,0.007238962,Proximal_Colon
303,Type,MF0012,Mucosal,0.521502528,0.143928157,95,27,0.000714969,0.009453478,Proximal_Colon
353,Type,MF0072,Mucosal,-0.312927106,0.101781458,95,92,0.00351932,0.038958051,Proximal_Colon
403,Type,MF0028,Mucosal,0.20987823,0.080352216,95,94,0.01211541,0.09774466,Proximal_Colon
1102,Type,MF0006,Mucosal,-0.604648794,0.063848832,89,89,2.64714E-12,1.27857E-09,Distal_Colon
2412,Type,MF0047,Mucosal,-0.241036988,0.069464399,89,88,0.001172218,0.02126746,Distal_Colon
3111,Type,MF0094,Mucosal,-0.776129028,0.240279171,89,50,0.002293164,0.030766612,Distal_Colon
2102,Type,MF0009,Mucosal,-0.579029794,0.076003192,89,89,4.22023E-11,1.01919E-08,Distal_Colon
1112,Type,MF0080,Mucosal,-2.103471334,0.442654239,89,18,8.60608E-06,0.000346395,Distal_Colon
5011,Type,MF0087,Mucosal,-0.233304981,0.141541472,89,81,0.10316172,0.498271106,Distal_Colon
1612,Type,MF0061,Mucosal,-0.319679096,0.077523808,89,89,8.96976E-05,0.002707746,Distal_Colon
4102,Type,MF0067,Mucosal,-0.414633301,0.064920587,89,89,1.00064E-08,1.20827E-06,Distal_Colon
1812,Type,MF0034,Mucosal,-0.941605278,0.24831976,89,78,0.000286686,0.006593786,Distal_Colon
593,Type,MF0017,Mucosal,-0.44748373,0.079683759,89,89,2.66864E-07,2.57791E-05,Distal_Colon
713,Type,MF0068,Mucosal,-0.394892083,0.074530622,89,89,9.84439E-07,6.79263E-05,Distal_Colon
3512,Type,MF0019,Mucosal,0.482515646,0.166932359,89,16,0.004935288,0.052972096,Distal_Colon
5411,Type,MF0041,Mucosal,-0.110123459,0.085282841,89,84,0.200281826,0.755750953,Distal_Colon
2611,Type,MF0073,Mucosal,-0.226524717,0.067163311,89,89,0.001563382,0.02566848,Distal_Colon
3012,Type,MF0026,Mucosal,-0.963748917,0.295918744,89,86,0.002082094,0.028732894,Distal_Colon
812,Type,MF0018,Mucosal,-0.525271476,0.095965352,89,89,1.958E-06,0.00010508,Distal_Colon
6101,Type,MF0011,Mucosal,-0.438610253,0.079793276,89,89,4.3678E-07,3.51608E-05,Distal_Colon
1012,Type,MF0044,Mucosal,-0.317940766,0.059916136,89,89,3.07254E-06,0.000148404,Distal_Colon
2012,Type,MF0071,Mucosal,-0.215703179,0.060192338,89,89,0.000577317,0.012123648,Distal_Colon
1212,Type,MF0001,Mucosal,-0.84033666,0.176399743,89,70,8.21994E-06,0.000346395,Distal_Colon
1312,Type,MF0086,Mucosal,-0.449357723,0.097041792,89,89,1.3718E-05,0.000509675,Distal_Colon
912,Type,MF0095,Mucosal,-0.711396984,0.129521627,89,69,1.83359E-06,0.00010508,Distal_Colon
3102,Type,MF0103,Mucosal,-1.044225412,0.160648601,89,79,6.10909E-09,9.83563E-07,Distal_Colon
2512,Type,MF0054,Mucosal,-0.971452528,0.285104515,89,86,0.001345348,0.023207253,Distal_Colon
6611,Type,MF0049,Mucosal,-0.024906383,0.059604194,89,89,0.678081365,0.998808312,Distal_Colon
3412,Type,MF0050,Mucosal,-0.219436064,0.074992593,89,89,0.004452375,0.049621581,Distal_Colon
4411,Type,MF0036,Mucosal,-0.154836981,0.078298088,89,88,0.0513827,0.315258447,Distal_Colon
633,Type,MF0031,Mucosal,0.017957818,0.170457261,89,65,0.916357864,0.998808312,Distal_Colon
6212,Type,MF0074,Mucosal,-0.04858913,0.059500129,89,89,0.418563203,0.998808312,Distal_Colon
1712,Type,MF0092,Mucosal,-0.504686444,0.131065932,89,89,0.000234354,0.00565965,Distal_Colon
1512,Type,MF0010,Mucosal,-0.326997671,0.076949953,89,89,5.68968E-05,0.001832077,Distal_Colon
5611,Type,MF0021,Mucosal,0.096213193,0.098273255,89,84,0.332863435,0.956982375,Distal_Colon
2712,Type,MF0090,Mucosal,-0.369987302,0.113243659,89,89,0.001594316,0.02566848,Distal_Colon
3312,Type,MF0015,Mucosal,-0.29738615,0.098083378,89,89,0.003262568,0.042371978,Distal_Colon
NA11,NA,MF0093,NA,NA,NA,NA,NA,NA,NA,Distal_Colon
3211,Type,MF0002,Mucosal,-0.308512154,0.101997068,89,89,0.003333613,0.042371978,Distal_Colon
3811,Type,MF0020,Mucosal,-0.330860038,0.115472668,89,89,0.006305701,0.062432477,Distal_Colon
2812,Type,MF0066,Mucosal,-0.294472124,0.09182031,89,89,0.001920852,0.028114289,Distal_Colon
6711,Type,MF0004,Mucosal,-0.032170033,0.139905149,89,75,0.819490401,0.998808312,Distal_Colon
3912,Type,MF0065,Mucosal,-0.245135826,0.091184142,89,89,0.008713943,0.080939121,Distal_Colon
4012,Type,MF0048,Mucosal,-0.184473739,0.068272807,89,89,0.009762668,0.08732164,Distal_Colon
2112,Type,MF0008,Mucosal,-0.766506075,0.213376383,89,81,0.000792834,0.015955777,Distal_Colon
4611,Type,MF0055,Mucosal,0.161835282,0.082214669,89,85,0.05555696,0.331284093,Distal_Colon
6511,Type,MF0029,Mucosal,-0.010246214,0.113886943,89,72,0.928704316,0.998808312,Distal_Colon
372,Type,MF0033,Mucosal,-0.231951176,0.081902325,89,89,0.005833217,0.059945618,Distal_Colon
3611,Type,MF0007,Mucosal,-0.614342971,0.209037049,89,76,0.005263627,0.05526808,Distal_Colon
473,Type,MF0078,Mucosal,-0.181070996,0.092555854,89,89,0.057253748,0.337238539,Distal_Colon
2312,Type,MF0005,Mucosal,-0.453023536,0.13480904,89,88,0.001188864,0.02126746,Distal_Colon
6811,Type,MF0045,Mucosal,-0.090772532,0.107354633,89,82,0.40212999,0.998808312,Distal_Colon
5111,Type,MF0014,Mucosal,-0.160005256,0.103872885,89,89,0.130910652,0.59093313,Distal_Colon
4112,Type,MF0085,Mucosal,-0.545295452,0.224002044,89,58,0.017117952,0.137799514,Distal_Colon
2212,Type,MF0070,Mucosal,-0.39795918,0.113092196,89,89,0.001023144,0.019767134,Distal_Colon
2912,Type,MF0096,Mucosal,-0.361624909,0.112563643,89,79,0.00188811,0.028114289,Distal_Colon
453,Type,MF0016,Mucosal,0.316950231,0.162769407,89,21,0.054972015,0.331284093,Distal_Colon
433,Type,MF0046,Mucosal,-0.251454518,0.12408483,89,83,0.046007139,0.288590234,Distal_Colon
483,Type,MF0051,Mucosal,-0.244286177,0.127540076,89,87,0.058974785,0.339105016,Distal_Colon
6112,Type,MF0022,Mucosal,-0.007633876,0.112118457,89,84,0.946012826,0.998808312,Distal_Colon
693,Type,MF0089,Mucosal,-0.058573174,0.120176471,89,31,0.628437417,0.998808312,Distal_Colon
583,Type,MF0076,Mucosal,-0.156397901,0.170903019,89,71,0.362841478,0.990126744,Distal_Colon
1412,Type,MF0012,Mucosal,0.794683358,0.180108278,89,28,3.12349E-05,0.001077603,Distal_Colon
6411,Type,MF0072,Mucosal,-0.089903557,0.135228664,89,85,0.510080548,0.998808312,Distal_Colon
1912,Type,MF0028,Mucosal,-0.323943496,0.086267728,89,87,0.000503837,0.011061515,Distal_Colon
